Timestamp,hour,day,year,Reading
2023-01-08 01:00:00,1,6,2023,0.5883615054404281
2023-01-07 01:00:00,1,5,2023,0.1436211655325537
2023-01-01 22:00:00,22,6,2023,0.38649837237316054
2023-01-03 17:00:00,17,1,2023,0.6619689293626015
2023-01-06 04:00:00,4,4,2023,0.6094132405286985
2023-01-03 01:00:00,1,1,2023,0.45585714541951317
2023-01-06 10:00:00,10,4,2023,0.5422365105852321
2023-01-06 13:00:00,13,4,2023,0.6015227823924006
2023-01-10 06:00:00,6,1,2023,0.31762264547386987
2023-01-01 07:00:00,7,6,2023,0.7958849579513947
2023-01-04 23:00:00,23,2,2023,0.6764715036305502
2023-01-05 11:00:00,11,3,2023,0.41700896177255775
2023-01-04 10:00:00,10,2,2023,0.4238137204309008
2023-01-04 04:00:00,4,2,2023,0.4312814198217695
2023-01-08 20:00:00,20,6,2023,0.40108242701588936
2023-01-04 09:00:00,9,2,2023,0.3582525159263269
2023-01-04 07:00:00,7,2,2023,0.48345713768603804
2023-01-01 05:00:00,5,6,2023,0.38221253821372847
2023-01-10 02:00:00,2,1,2023,0.45640690840226406
2023-01-07 22:00:00,22,5,2023,0.49966042735945837
2023-01-04 20:00:00,20,2,2023,0.3841442613655084
2023-01-05 22:00:00,22,3,2023,0.45830031023739615
2023-01-02 20:00:00,20,0,2023,0.08235746300086208
2023-01-03 19:00:00,19,1,2023,0.6944161337788006
2023-01-01 08:00:00,8,6,2023,0.4661201747999629
2023-01-04 18:00:00,18,2,2023,0.6191608953100471
2023-01-08 22:00:00,22,6,2023,0.5092252637548375
2023-01-05 17:00:00,17,3,2023,0.5407723864136833
2023-01-03 11:00:00,11,1,2023,0.5229911031599503
2023-01-07 12:00:00,12,5,2023,0.5109504996085117
2023-01-04 18:00:00,18,2,2023,0.4777990720101335
2023-01-01 20:00:00,20,6,2023,0.36968176988241297
2023-01-02 01:00:00,1,0,2023,0.37886437480951496
2023-01-01 10:00:00,10,6,2023,0.4871653619717222
2023-01-04 15:00:00,15,2,2023,0.409632447645908
2023-01-05 00:00:00,0,3,2023,0.6897075415544441
2023-01-09 04:00:00,4,0,2023,0.22473567662701457
2023-01-08 05:00:00,5,6,2023,0.538678209639723
2023-01-02 04:00:00,4,0,2023,0.3175922255679229
2023-01-02 08:00:00,8,0,2023,0.6647210412027075
2023-01-04 08:00:00,8,2,2023,0.359729976580238
2023-01-08 06:00:00,6,6,2023,0.5623050142684759
2023-01-07 06:00:00,6,5,2023,0.6630511230171395
2023-01-04 08:00:00,8,2,2023,0.2565274884830169
2023-01-08 16:00:00,16,6,2023,0.38016543811294945
2023-01-10 17:00:00,17,1,2023,0.38220875039260804
2023-01-08 09:00:00,9,6,2023,0.535541382031389
2023-01-05 13:00:00,13,3,2023,0.3039933418651066
2023-01-04 10:00:00,10,2,2023,0.6794085154599049
2023-01-06 06:00:00,6,4,2023,0.6158896225413893
2023-01-06 08:00:00,8,4,2023,0.3025493948394993
2023-01-01 18:00:00,18,6,2023,0.5166889720067884
2023-01-02 08:00:00,8,0,2023,0.5752220710369355
2023-01-10 07:00:00,7,1,2023,0.6741326837352904
2023-01-04 09:00:00,9,2,2023,0.7606259509113995
2023-01-02 22:00:00,22,0,2023,0.40185547907696517
2023-01-06 09:00:00,9,4,2023,0.4481342539061266
2023-01-07 17:00:00,17,5,2023,0.4202126927653187
2023-01-09 11:00:00,11,0,2023,0.3428687950687713
2023-01-05 21:00:00,21,3,2023,0.4276776239078197
2023-01-08 10:00:00,10,6,2023,0.35500435718285217
2023-01-07 23:00:00,23,5,2023,0.33342995788666574
2023-01-03 22:00:00,22,1,2023,0.5280592716860187
2023-01-01 07:00:00,7,6,2023,0.6116619557486892
2023-01-03 20:00:00,20,1,2023,0.6932412991592359
2023-01-06 12:00:00,12,4,2023,0.5725368570828728
2023-01-01 18:00:00,18,6,2023,0.544596479425329
2023-01-06 22:00:00,22,4,2023,0.454953847483225
2023-01-04 15:00:00,15,2,2023,0.3036138325503809
2023-01-08 19:00:00,19,6,2023,0.5036620782215828
2023-01-03 16:00:00,16,1,2023,0.4466141800605312
2023-01-06 18:00:00,18,4,2023,0.43276161568946525
2023-01-05 20:00:00,20,3,2023,0.36096126059974865
2023-01-06 19:00:00,19,4,2023,0.5663277488828823
2023-01-02 17:00:00,17,0,2023,0.48345293681204715
2023-01-09 06:00:00,6,0,2023,0.5793689764150858
2023-01-01 10:00:00,10,6,2023,0.35255167671974397
2023-01-10 19:00:00,19,1,2023,0.5469426672734122
2023-01-07 05:00:00,5,5,2023,0.5337534184795323
2023-01-01 20:00:00,20,6,2023,0.4493007992613903
2023-01-07 13:00:00,13,5,2023,0.5092316123766533
2023-01-09 13:00:00,13,0,2023,0.41754260409677246
2023-01-06 14:00:00,14,4,2023,0.42517461536801904
2023-01-11 01:00:00,1,2,2023,0.31996833039109585
2023-01-08 12:00:00,12,6,2023,0.45555187783871876
2023-01-04 15:00:00,15,2,2023,0.4509446903006703
2023-01-06 14:00:00,14,4,2023,0.03093896450848918
2023-01-02 14:00:00,14,0,2023,0.14372254004389443
2023-01-07 21:00:00,21,5,2023,0.4557591155382833
2023-01-09 15:00:00,15,0,2023,0.5026413841311079
2023-01-09 19:00:00,19,0,2023,0.39418185181456156
2023-01-04 14:00:00,14,2,2023,0.49709977504686265
2023-01-01 08:00:00,8,6,2023,0.30400587264397483
2023-01-10 00:00:00,0,1,2023,0.48416620707095004
2023-01-09 14:00:00,14,0,2023,0.5107603396635338
2023-01-08 06:00:00,6,6,2023,0.5160160642631964
2023-01-03 08:00:00,8,1,2023,0.505570217633804
2023-01-06 21:00:00,21,4,2023,0.09472385116837614
2023-01-06 04:00:00,4,4,2023,0.5629233651657459
2023-01-01 17:00:00,17,6,2023,0.4704576969916785
2023-01-02 17:00:00,17,0,2023,0.6048769872375359
2023-01-03 20:00:00,20,1,2023,0.5425128066938271
2023-01-06 20:00:00,20,4,2023,0.28627192222238484
2023-01-01 19:00:00,19,6,2023,0.43104012135154357
2023-01-04 16:00:00,16,2,2023,0.32116223585676473
2023-01-08 10:00:00,10,6,2023,0.23389792652108385
2023-01-01 20:00:00,20,6,2023,0.3365567674518948
2023-01-07 13:00:00,13,5,2023,0.6246356202091359
2023-01-05 00:00:00,0,3,2023,0.5340256245358869
2023-01-05 02:00:00,2,3,2023,0.43351907717332283
2023-01-08 03:00:00,3,6,2023,0.5912972625811025
2023-01-07 05:00:00,5,5,2023,0.5808042582436982
2023-01-06 09:00:00,9,4,2023,0.4450465811720421
2023-01-01 04:00:00,4,6,2023,0.6414376186426912
2023-01-08 11:00:00,11,6,2023,0.5176884991084468
2023-01-03 11:00:00,11,1,2023,0.5666894539888451
2023-01-08 18:00:00,18,6,2023,0.4388979250895362
2023-01-09 18:00:00,18,0,2023,0.5696893143468433
2023-01-07 08:00:00,8,5,2023,0.6506639578916502
2023-01-06 00:00:00,0,4,2023,0.47269730960378065
2023-01-01 15:00:00,15,6,2023,0.350317257129265
2023-01-02 09:00:00,9,0,2023,0.5307616181748548
2023-01-05 23:00:00,23,3,2023,0.6023399286998211
2023-01-07 23:00:00,23,5,2023,0.43471376160178965
2023-01-06 13:00:00,13,4,2023,0.5441939675233599
2023-01-05 05:00:00,5,3,2023,0.6041176018263716
2023-01-06 19:00:00,19,4,2023,0.4315988619721819
2023-01-10 02:00:00,2,1,2023,0.6154814012187599
2023-01-03 18:00:00,18,1,2023,0.5496320725443238
2023-01-03 07:00:00,7,1,2023,0.6685405593428122
2023-01-07 00:00:00,0,5,2023,0.5217281417037981
2023-01-02 00:00:00,0,0,2023,0.7526258806348181
2023-01-09 15:00:00,15,0,2023,0.28347247633134076
2023-01-10 23:00:00,23,1,2023,0.5365030376270825
2023-01-08 10:00:00,10,6,2023,0.5543265081193794
2023-01-03 14:00:00,14,1,2023,0.3735175199684915
2023-01-04 16:00:00,16,2,2023,0.5261189311982944
2023-01-07 09:00:00,9,5,2023,0.39864583974165857
2023-01-07 23:00:00,23,5,2023,0.5194462197976158
2023-01-03 02:00:00,2,1,2023,0.26363186662477855
2023-01-01 06:00:00,6,6,2023,0.419487699999579
2023-01-05 06:00:00,6,3,2023,0.3884435470108606
2023-01-07 08:00:00,8,5,2023,0.3874239445584453
2023-01-03 09:00:00,9,1,2023,0.49210048795342975
2023-01-03 12:00:00,12,1,2023,0.40927618272781385
2023-01-06 10:00:00,10,4,2023,0.5297340959562672
2023-01-05 09:00:00,9,3,2023,0.44724431123135777
2023-01-02 11:00:00,11,0,2023,0.32604800412440194
2023-01-04 12:00:00,12,2,2023,0.5301139277806761
2023-01-05 21:00:00,21,3,2023,0.755103766575745
2023-01-07 04:00:00,4,5,2023,0.35669839054464103
2023-01-02 18:00:00,18,0,2023,0.567064536077676
2023-01-04 12:00:00,12,2,2023,0.624674902386361
2023-01-01 12:00:00,12,6,2023,0.5518332820832266
2023-01-07 08:00:00,8,5,2023,0.5166830311652965
2023-01-06 07:00:00,7,4,2023,0.2950119821945876
2023-01-07 22:00:00,22,5,2023,0.45028633716113065
2023-01-03 14:00:00,14,1,2023,0.7146732895580116
2023-01-05 00:00:00,0,3,2023,0.6159383451996112
2023-01-06 16:00:00,16,4,2023,0.3790968997586228
2023-01-10 15:00:00,15,1,2023,0.5886403793761311
2023-01-05 06:00:00,6,3,2023,0.22972628022146682
2023-01-03 09:00:00,9,1,2023,0.39812539532488755
2023-01-09 09:00:00,9,0,2023,0.38108946267292065
2023-01-04 12:00:00,12,2,2023,0.40807210757393464
2023-01-07 23:00:00,23,5,2023,0.6258728653414809
2023-01-06 21:00:00,21,4,2023,0.38061414061055765
2023-01-02 16:00:00,16,0,2023,0.27856452472693094
2023-01-06 23:00:00,23,4,2023,0.5300252146521227
2023-01-05 18:00:00,18,3,2023,0.149089227997969
2023-01-06 08:00:00,8,4,2023,0.41231406172916973
2023-01-01 10:00:00,10,6,2023,0.5005529157339457
2023-01-09 07:00:00,7,0,2023,0.6637820782061813
2023-01-08 06:00:00,6,6,2023,0.6490021918492516
2023-01-09 19:00:00,19,0,2023,0.26845260765608003
2023-01-09 07:00:00,7,0,2023,0.4988407729210069
2023-01-03 00:00:00,0,1,2023,0.31571579619010404
2023-01-07 17:00:00,17,5,2023,0.5320295914744347
2023-01-07 10:00:00,10,5,2023,0.48431610117288526
2023-01-10 03:00:00,3,1,2023,0.2913031544346246
2023-01-01 01:00:00,1,6,2023,0.2534381408969194
2023-01-09 10:00:00,10,0,2023,0.4834993099934408
2023-01-01 10:00:00,10,6,2023,0.28600800830491324
2023-01-05 20:00:00,20,3,2023,0.47866711420601893
2023-01-03 09:00:00,9,1,2023,0.24074251972981023
2023-01-06 20:00:00,20,4,2023,0.37630295625252597
2023-01-03 12:00:00,12,1,2023,0.45622739597486883
2023-01-01 23:00:00,23,6,2023,0.5718763972506127
2023-01-04 10:00:00,10,2,2023,0.3744365072152611
2023-01-10 13:00:00,13,1,2023,0.5762541408133005
2023-01-02 05:00:00,5,0,2023,0.27021925021294935
2023-01-10 20:00:00,20,1,2023,0.23347146654881065
2023-01-03 02:00:00,2,1,2023,0.3197581914999219
2023-01-05 19:00:00,19,3,2023,0.3032386310700371
2023-01-03 13:00:00,13,1,2023,0.35453711000438926
2023-01-05 15:00:00,15,3,2023,0.3127957487615942
2023-01-10 23:00:00,23,1,2023,0.7736173265587507
2023-01-08 02:00:00,2,6,2023,0.2309428479074692
2023-01-01 20:00:00,20,6,2023,0.6055167263777933
2023-01-04 19:00:00,19,2,2023,0.42301242109281334
2023-01-02 12:00:00,12,0,2023,0.5039986982920445
2023-01-07 17:00:00,17,5,2023,0.4997354774400815
2023-01-05 20:00:00,20,3,2023,0.5882751309547092
2023-01-06 19:00:00,19,4,2023,0.5457614514296718
2023-01-10 21:00:00,21,1,2023,0.4846950313209828
2023-01-01 20:00:00,20,6,2023,0.6304749290774138
2023-01-01 19:00:00,19,6,2023,0.5342981304799788
2023-01-02 22:00:00,22,0,2023,0.5349655944653917
2023-01-01 20:00:00,20,6,2023,0.5285471997101937
2023-01-08 10:00:00,10,6,2023,0.5334204695144081
2023-01-05 21:00:00,21,3,2023,0.43304034043961837
2023-01-08 21:00:00,21,6,2023,0.37005910649809526
2023-01-07 11:00:00,11,5,2023,0.5324687365286759
2023-01-03 01:00:00,1,1,2023,0.25596162560294733
2023-01-05 10:00:00,10,3,2023,0.30263366597014807
2023-01-04 06:00:00,6,2,2023,0.5581015854053958
2023-01-06 02:00:00,2,4,2023,0.42318079486743854
2023-01-04 12:00:00,12,2,2023,0.43669885942340014
2023-01-07 17:00:00,17,5,2023,0.4461511180678318
2023-01-09 00:00:00,0,0,2023,0.5231298695173981
2023-01-03 12:00:00,12,1,2023,0.5422739846001474
2023-01-10 18:00:00,18,1,2023,0.5128754539793815
2023-01-01 05:00:00,5,6,2023,0.5799325470719799
2023-01-08 23:00:00,23,6,2023,0.16103795030179538
2023-01-10 13:00:00,13,1,2023,0.2930250926492671
2023-01-10 22:00:00,22,1,2023,0.7201438727594548
2023-01-03 16:00:00,16,1,2023,0.47008990340685397
2023-01-01 00:00:00,0,6,2023,0.18527885042212147
2023-01-03 10:00:00,10,1,2023,0.35023865122370545
2023-01-05 18:00:00,18,3,2023,0.5380721463129592
2023-01-03 05:00:00,5,1,2023,0.6274182489533328
2023-01-09 15:00:00,15,0,2023,0.4127138277729676
2023-01-02 10:00:00,10,0,2023,0.3717466527351586
2023-01-09 01:00:00,1,0,2023,0.6276126110472569
2023-01-02 03:00:00,3,0,2023,0.523990726167533
2023-01-06 14:00:00,14,4,2023,0.6420540907957151
2023-01-04 17:00:00,17,2,2023,0.4100168237780021
2023-01-04 22:00:00,22,2,2023,0.7542749743309975
2023-01-10 01:00:00,1,1,2023,0.6177884677465735
2023-01-06 09:00:00,9,4,2023,0.495195728017476
2023-01-06 01:00:00,1,4,2023,0.4227603722049358
2023-01-09 02:00:00,2,0,2023,0.35023499084629606
2023-01-01 00:00:00,0,6,2023,0.6725464613278151
2023-01-02 01:00:00,1,0,2023,0.1558940814843309
2023-01-08 00:00:00,0,6,2023,0.7391429612570171
2023-01-08 08:00:00,8,6,2023,0.6641852684891939
2023-01-09 06:00:00,6,0,2023,0.5280424212026837
2023-01-08 08:00:00,8,6,2023,0.2561142697465484
2023-01-09 21:00:00,21,0,2023,0.5516535172665434
2023-01-05 18:00:00,18,3,2023,0.5704480137356837
2023-01-08 02:00:00,2,6,2023,0.4641719091770333
2023-01-06 14:00:00,14,4,2023,0.32108303015179107
2023-01-04 20:00:00,20,2,2023,0.4712661727107814
2023-01-02 12:00:00,12,0,2023,0.6151442340286266
2023-01-10 08:00:00,8,1,2023,0.5080915469115682
2023-01-01 14:00:00,14,6,2023,0.5479629947883327
2023-01-04 20:00:00,20,2,2023,0.7532015001463743
2023-01-04 01:00:00,1,2,2023,0.4631880283089329
2023-01-09 17:00:00,17,0,2023,0.3097458415590807
2023-01-01 00:00:00,0,6,2023,0.3867165681990752
2023-01-02 18:00:00,18,0,2023,0.3110096121795909
2023-01-01 21:00:00,21,6,2023,0.547362057774462
2023-01-04 16:00:00,16,2,2023,0.2834420881529036
2023-01-02 04:00:00,4,0,2023,0.5479338730263359
2023-01-10 06:00:00,6,1,2023,0.6740290082676982
2023-01-01 07:00:00,7,6,2023,0.5085895542774578
2023-01-06 16:00:00,16,4,2023,0.45224584900260223
2023-01-01 09:00:00,9,6,2023,0.22794320965346446
2023-01-01 08:00:00,8,6,2023,0.32534052925589063
2023-01-07 20:00:00,20,5,2023,0.5558349429235792
2023-01-08 22:00:00,22,6,2023,0.3781027048990767
2023-01-10 15:00:00,15,1,2023,0.26571894806292795
2023-01-04 07:00:00,7,2,2023,0.3171149333635458
2023-01-07 15:00:00,15,5,2023,0.19463948316453103
2023-01-09 17:00:00,17,0,2023,0.4148760593646327
2023-01-11 01:00:00,1,2,2023,0.23696751015020676
2023-01-05 16:00:00,16,3,2023,0.416094909876496
2023-01-01 07:00:00,7,6,2023,0.49428841129732093
2023-01-08 13:00:00,13,6,2023,0.15922428027781774
2023-01-09 23:00:00,23,0,2023,0.31439029125860074
2023-01-06 05:00:00,5,4,2023,0.42302662455785134
2023-01-08 05:00:00,5,6,2023,0.36757100667662457
2023-01-10 09:00:00,9,1,2023,0.5955006066538929
2023-01-10 21:00:00,21,1,2023,0.459424624824737
2023-01-10 19:00:00,19,1,2023,0.30553971210630215
2023-01-08 09:00:00,9,6,2023,0.5292730529151416
2023-01-02 20:00:00,20,0,2023,0.40440567912846626
2023-01-07 21:00:00,21,5,2023,0.6921020932793049
2023-01-01 06:00:00,6,6,2023,0.5873609161467634
2023-01-04 01:00:00,1,2,2023,0.7192598624607017
2023-01-09 10:00:00,10,0,2023,0.3703849600774938
2023-01-02 15:00:00,15,0,2023,0.3855748793161139
2023-01-06 20:00:00,20,4,2023,0.541284483304135
2023-01-10 08:00:00,8,1,2023,0.4414121592960214
2023-01-09 23:00:00,23,0,2023,0.5609506122265938
2023-01-03 11:00:00,11,1,2023,0.534624272448846
2023-01-07 09:00:00,9,5,2023,0.4871245326884105
2023-01-07 20:00:00,20,5,2023,0.7820210517216566
2023-01-05 09:00:00,9,3,2023,0.2268760905799996
2023-01-10 21:00:00,21,1,2023,0.6021042642849268
2023-01-05 18:00:00,18,3,2023,0.37752874069261544
2023-01-01 14:00:00,14,6,2023,0.5430981305374569
2023-01-03 03:00:00,3,1,2023,0.4418321145812172
2023-01-08 05:00:00,5,6,2023,0.4264722469785456
2023-01-05 00:00:00,0,3,2023,0.6249804335592013
2023-01-07 05:00:00,5,5,2023,0.46677654998282603
2023-01-03 05:00:00,5,1,2023,0.5831249673249773
2023-01-09 07:00:00,7,0,2023,0.7886906223252192
2023-01-10 16:00:00,16,1,2023,0.5214459568821139
2023-01-06 23:00:00,23,4,2023,0.4378110039071407
2023-01-05 08:00:00,8,3,2023,0.5242000575367634
2023-01-08 16:00:00,16,6,2023,0.5400480221744853
2023-01-10 06:00:00,6,1,2023,0.4314329756641695
2023-01-05 05:00:00,5,3,2023,0.3093238862553479
2023-01-06 22:00:00,22,4,2023,0.4752041553101155
2023-01-10 02:00:00,2,1,2023,0.4709538138327033
2023-01-04 17:00:00,17,2,2023,0.6183342161741826
2023-01-01 18:00:00,18,6,2023,0.4536446615651797
2023-01-06 00:00:00,0,4,2023,0.6771516639100061
2023-01-01 04:00:00,4,6,2023,0.6668016102570095
2023-01-03 00:00:00,0,1,2023,0.49516101989931927
2023-01-05 20:00:00,20,3,2023,0.4376443547899548
2023-01-04 00:00:00,0,2,2023,0.4855324797842073
2023-01-02 02:00:00,2,0,2023,0.6167707496691233
2023-01-02 14:00:00,14,0,2023,0.7690207627493599
2023-01-10 17:00:00,17,1,2023,0.3777698119584946
2023-01-07 23:00:00,23,5,2023,0.14258336208912883
2023-01-09 05:00:00,5,0,2023,0.37841475023829474
2023-01-02 09:00:00,9,0,2023,0.5814359195509182
2023-01-07 20:00:00,20,5,2023,0.4628141293883723
2023-01-08 11:00:00,11,6,2023,0.537667725251426
2023-01-06 16:00:00,16,4,2023,0.6086215467013077
2023-01-11 00:00:00,0,2,2023,0.7382037963732897
2023-01-10 13:00:00,13,1,2023,0.4930562028601516
2023-01-10 20:00:00,20,1,2023,0.5480753917073687
2023-01-06 23:00:00,23,4,2023,0.27640058319350647
2023-01-05 21:00:00,21,3,2023,0.2287129925316432
2023-01-08 15:00:00,15,6,2023,0.4236894288011107
2023-01-04 11:00:00,11,2,2023,0.44443613806236426
2023-01-09 17:00:00,17,0,2023,0.43677708647559377
2023-01-07 08:00:00,8,5,2023,0.33944888809173357
2023-01-01 13:00:00,13,6,2023,0.3213729582620971
2023-01-03 00:00:00,0,1,2023,0.2146749427935786
2023-01-04 06:00:00,6,2,2023,0.21601805870071686
2023-01-02 11:00:00,11,0,2023,0.22514457844333155
2023-01-08 21:00:00,21,6,2023,0.48246117461999016
2023-01-09 12:00:00,12,0,2023,0.24092023928608539
2023-01-03 11:00:00,11,1,2023,0.6205473561188485
2023-01-02 01:00:00,1,0,2023,0.47779657266891395
2023-01-08 01:00:00,1,6,2023,0.37342050246662684
2023-01-05 07:00:00,7,3,2023,0.4143901845558704
2023-01-09 05:00:00,5,0,2023,0.5822749865190923
2023-01-10 00:00:00,0,1,2023,0.8524124302800011
2023-01-01 23:00:00,23,6,2023,0.3519806546975043
2023-01-02 01:00:00,1,0,2023,0.49989826203096666
2023-01-01 13:00:00,13,6,2023,0.46033815631895103
2023-01-10 23:00:00,23,1,2023,0.3969355645385201
2023-01-05 17:00:00,17,3,2023,0.31625203200988405
2023-01-03 22:00:00,22,1,2023,0.36493935080448403
2023-01-02 15:00:00,15,0,2023,0.4622017781352906
2023-01-02 10:00:00,10,0,2023,0.557049410852878
2023-01-08 17:00:00,17,6,2023,0.4164751288217239
2023-01-05 12:00:00,12,3,2023,0.4616840628818083
2023-01-09 03:00:00,3,0,2023,0.5854991201370567
2023-01-10 13:00:00,13,1,2023,0.39450989655292734
2023-01-02 04:00:00,4,0,2023,0.20684015484143706
2023-01-04 00:00:00,0,2,2023,0.7419618527123011
2023-01-07 13:00:00,13,5,2023,0.3644230355512337
2023-01-06 11:00:00,11,4,2023,0.5437272930137584
2023-01-01 13:00:00,13,6,2023,0.52389963684952
2023-01-02 08:00:00,8,0,2023,0.6586966382759619
2023-01-10 21:00:00,21,1,2023,0.4841771307809237
2023-01-06 00:00:00,0,4,2023,0.5770914184653267
2023-01-06 17:00:00,17,4,2023,0.43781560902654226
2023-01-10 18:00:00,18,1,2023,0.522359192392243
2023-01-03 04:00:00,4,1,2023,0.49010724854350485
2023-01-09 08:00:00,8,0,2023,0.5298664514306135
2023-01-08 02:00:00,2,6,2023,0.7132513311495167
2023-01-04 07:00:00,7,2,2023,0.31514173089170794
2023-01-04 07:00:00,7,2,2023,0.5834720032874327
2023-01-05 07:00:00,7,3,2023,0.4382436068350738
2023-01-07 11:00:00,11,5,2023,0.4024047587756785
2023-01-06 07:00:00,7,4,2023,0.37650389121815564
2023-01-06 18:00:00,18,4,2023,0.13185709403757204
2023-01-08 11:00:00,11,6,2023,0.5390072703553568
2023-01-05 06:00:00,6,3,2023,0.4718732062322418
2023-01-04 22:00:00,22,2,2023,0.6375246968463628
2023-01-05 02:00:00,2,3,2023,0.4353424477855985
2023-01-09 00:00:00,0,0,2023,0.15633992305039987
2023-01-05 23:00:00,23,3,2023,0.34115657643768105
2023-01-01 05:00:00,5,6,2023,0.37990864382063516
2023-01-08 22:00:00,22,6,2023,0.35205394805431756
2023-01-08 13:00:00,13,6,2023,0.3695723082481158
2023-01-01 01:00:00,1,6,2023,0.6567021688091498
2023-01-08 03:00:00,3,6,2023,0.6975771613445826
2023-01-05 12:00:00,12,3,2023,0.6309425207881894
2023-01-08 16:00:00,16,6,2023,0.423495747752376
2023-01-07 01:00:00,1,5,2023,0.47799169958522547
2023-01-04 21:00:00,21,2,2023,0.34662999682308493
2023-01-07 16:00:00,16,5,2023,0.3242082850276873
2023-01-05 19:00:00,19,3,2023,0.42103930699966297
2023-01-05 08:00:00,8,3,2023,0.11399044360554475
2023-01-11 01:00:00,1,2,2023,0.4125720488445347
2023-01-10 00:00:00,0,1,2023,0.5035067512144045
2023-01-07 16:00:00,16,5,2023,0.29560112201911415
2023-01-03 16:00:00,16,1,2023,0.36116380023043093
2023-01-05 18:00:00,18,3,2023,0.6066752630297948
2023-01-10 08:00:00,8,1,2023,0.2174548376085629
2023-01-07 14:00:00,14,5,2023,0.6081148360121005
2023-01-03 10:00:00,10,1,2023,0.5978967840737768
2023-01-04 01:00:00,1,2,2023,0.5800616794540854
2023-01-01 10:00:00,10,6,2023,0.7125271371387212
2023-01-08 15:00:00,15,6,2023,0.4311722989311535
2023-01-03 11:00:00,11,1,2023,0.533685780557637
2023-01-11 01:00:00,1,2,2023,0.3358134077284012
2023-01-10 02:00:00,2,1,2023,0.1519195017505834
2023-01-05 04:00:00,4,3,2023,0.3522069399444777
2023-01-09 07:00:00,7,0,2023,0.4652441390287637
2023-01-09 08:00:00,8,0,2023,0.2363393314883843
2023-01-09 11:00:00,11,0,2023,0.4807330234600976
2023-01-07 12:00:00,12,5,2023,0.3854102461228853
2023-01-03 01:00:00,1,1,2023,0.5893205929550097
2023-01-05 00:00:00,0,3,2023,0.8152000474835055
2023-01-05 04:00:00,4,3,2023,0.3889832337266562
2023-01-07 04:00:00,4,5,2023,0.19179998894855624
2023-01-09 21:00:00,21,0,2023,0.6306424793640446
2023-01-02 06:00:00,6,0,2023,0.37497260445352176
2023-01-10 05:00:00,5,1,2023,0.2998398596731793
2023-01-06 10:00:00,10,4,2023,0.6282784332295164
2023-01-01 05:00:00,5,6,2023,0.4650192912287703
2023-01-10 18:00:00,18,1,2023,0.3174887944662642
2023-01-09 19:00:00,19,0,2023,0.4742683552970197
2023-01-03 22:00:00,22,1,2023,0.4486516923549967
2023-01-03 12:00:00,12,1,2023,0.2624917857583453
2023-01-07 01:00:00,1,5,2023,0.6437548051668646
2023-01-10 11:00:00,11,1,2023,0.33612896253123015
2023-01-10 01:00:00,1,1,2023,0.35284894255541377
2023-01-02 01:00:00,1,0,2023,0.33506017537569754
2023-01-03 15:00:00,15,1,2023,0.35568294038813386
2023-01-10 00:00:00,0,1,2023,0.5363811836470076
2023-01-07 18:00:00,18,5,2023,0.3099548569498568
2023-01-09 00:00:00,0,0,2023,0.5160727341135383
2023-01-02 23:00:00,23,0,2023,0.6061480520622499
2023-01-07 17:00:00,17,5,2023,0.5983372203946296
2023-01-02 21:00:00,21,0,2023,0.4186871055464526
2023-01-09 14:00:00,14,0,2023,0.5336322218490508
2023-01-04 14:00:00,14,2,2023,0.5692019870303193
2023-01-01 20:00:00,20,6,2023,0.46858630745092766
2023-01-01 13:00:00,13,6,2023,0.9897445184475393
2023-01-04 04:00:00,4,2,2023,0.4697372058610769
2023-01-08 11:00:00,11,6,2023,0.23797614452934332
2023-01-10 23:00:00,23,1,2023,0.5927307548410572
2023-01-10 09:00:00,9,1,2023,0.6065105969539418
2023-01-03 11:00:00,11,1,2023,0.7098669108417033
2023-01-06 08:00:00,8,4,2023,0.7254427810727246
2023-01-07 04:00:00,4,5,2023,0.426932823485479
2023-01-03 13:00:00,13,1,2023,0.4782523961942282
2023-01-08 13:00:00,13,6,2023,0.5394869388735763
2023-01-07 22:00:00,22,5,2023,0.5872966915669352
2023-01-01 12:00:00,12,6,2023,0.5717004882180599
2023-01-07 09:00:00,9,5,2023,0.5429668214189348
2023-01-07 20:00:00,20,5,2023,0.5760105016387453
2023-01-04 12:00:00,12,2,2023,0.2549775453670783
2023-01-02 08:00:00,8,0,2023,0.48060391357740506
2023-01-10 15:00:00,15,1,2023,0.6131642258876067
2023-01-03 13:00:00,13,1,2023,0.4911456417537886
2023-01-09 17:00:00,17,0,2023,0.5182750782875926
2023-01-01 18:00:00,18,6,2023,0.3684755637804473
2023-01-03 17:00:00,17,1,2023,0.4213883557308401
2023-01-10 04:00:00,4,1,2023,0.6002979107827776
2023-01-04 11:00:00,11,2,2023,0.2814545731349555
2023-01-08 03:00:00,3,6,2023,0.8178662439808344
2023-01-02 14:00:00,14,0,2023,0.6861110833458066
2023-01-04 23:00:00,23,2,2023,0.4916421080548057
2023-01-07 19:00:00,19,5,2023,0.35235515490702884
2023-01-03 18:00:00,18,1,2023,0.35706749775071067
2023-01-08 03:00:00,3,6,2023,0.44521248360797006
2023-01-10 10:00:00,10,1,2023,0.5227560437828739
2023-01-02 15:00:00,15,0,2023,0.4868483389587216
2023-01-04 17:00:00,17,2,2023,0.42085801385617716
2023-01-03 19:00:00,19,1,2023,0.5408352162432095
2023-01-02 20:00:00,20,0,2023,0.2558429514110102
2023-01-02 05:00:00,5,0,2023,0.3210862829965897
